,id,identifier,csdRefcode,doi
gmof_Al2O6-BDC_B-irmof10_B_No251,6196d0eef8a517a48b6cdfd0,qmof-d6024b8,,https://doi.org/10.1039/C9TA01752F
QEYWIB_FSR,6196cd28f8a517a48b6c9afa,qmof-f19982c,QEYWIB,https://doi.org/10.1002/chem.200600980
BUQROV_FSR,6196c79fa6be6ad338994778,qmof-5c7ac81,BUQROV,https://doi.org/10.1039/b909754f
gmof_Zn4O13-irmof14_A-irmof16_A_No147,6196d189a6be6ad33899f156,qmof-7e2adaf,,https://doi.org/10.1039/C9TA01752F
core_OMOVET_freeONLY,6196d27cf8a517a48b6cfb6c,qmof-ccfe780,OMOVET,
QUVBUF_FSR,6196cd68f8a517a48b6c9f98,qmof-826c19b,QUVBUF,https://doi.org/10.1021/cg900416v
USUBUG_FSR,6196d23aa6be6ad33899faef,qmof-f75eb5a,USUBUG,
HUTZAX_FSR,6196ca29f8a517a48b6c6b23,qmof-29b2925,HUTZAX,
gmof_Zn4O13-BDC_A-DPAC_A_No939,6196d153a6be6ad33899ee33,qmof-4c88fab,,https://doi.org/10.1039/C9TA01752F
EBIRUE_FSR,6196c88cf8a517a48b6c4e93,qmof-ba779ff,EBIRUE,https://doi.org/10.1039/c0ce00990c
GOWVEV_FSR,6196c995f8a517a48b6c60e0,qmof-a248a94,GOWVEV,https://doi.org/10.1016/j.poly.2014.11.019
MINQAC_FSR,6196cb82a6be6ad3389986c2,qmof-e51b7be,MINQAC,
XOKQUL_FSR,6196cf2aa6be6ad33899c866,qmof-4cbb664,XOKQUL,https://doi.org/10.1021/cg500235j
gmof_Al2O6-ADC_B-BDC_B_No519,6196d0eca6be6ad33899e7fc,qmof-296785d,,https://doi.org/10.1039/C9TA01752F
tobacco_srsb_sym_3_mc_0_sym_3_on_1_L_16,6196d1a3a6be6ad33899f2af,qmof-ca7c71a,,https://doi.org/10.1021/acs.cgd.7b00848
boydwoo_str_m3_o8_o29_pcu_sym_238,6196d015a6be6ad33899da6d,qmof-a89e4a8,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-ADC_A_No28,6196d103f8a517a48b6ce1ea,qmof-c74254c,,https://doi.org/10.1039/C9TA01752F
gmof_Uio66Zr-BDC_A-irmof7_A_No174,6196d143f8a517a48b6ce7f5,qmof-3f6d858,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o34_o34_pts_sym_14,6196cfd3f8a517a48b6cccab,qmof-370639b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o5_o24_pcu_sym_8,6196cf8ca6be6ad33899cf0e,qmof-6beb689,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o2_o29_pcu_sym_9,6196cfcbf8a517a48b6ccc03,qmof-f7aa66a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o14_o22_nbo_sym_276,6196cfa8f8a517a48b6cc9bc,qmof-51977f3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
GERNEY_FSR,6196c96ea6be6ad338996379,qmof-6c58181,GERNEY,https://doi.org/10.1039/c2ce25388g
gmof_Al2O6-ADC_B-BDC_B_No540,6196d0eda6be6ad33899e806,qmof-350ecfc,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m1_o8_o16_pcu_sym_205,6196cf96a6be6ad33899d011,qmof-20f15a8,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_ERULEK_freeONLY,6196d065a6be6ad33899dffe,qmof-020e5f6,ERULEK,
boydwoo_str_m4_Al_o20_o23_acs_sym_4,6196cffff8a517a48b6ccfba,qmof-09cb905,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MOF-5_cooh_2_2338_1,6196cb94a6be6ad3389987ff,qmof-49bf8ce,,https://doi.org/10.1021/jp401920y
gmof_Al2O6-BDC_B-irmof7_B_No271,6196d0d1a6be6ad33899e5c8,qmof-9cf98a2,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-DPAC_B-irmof6_B_No57,6196d0eaa6be6ad33899e7c6,qmof-a1aa5be,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-DPAC_A-irmof14_A_No633,6196d156f8a517a48b6ce934,qmof-bbf6020,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o4_pcu_sym_132,6196cfcef8a517a48b6ccc2f,qmof-37abdc8,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o13_o27_sra_sym_30,6196d02ba6be6ad33899dc15,qmof-d9d4912,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o3_o26_pcu_sym_197,6196cff1f8a517a48b6ccedb,qmof-ea665d6,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o12_o12_pcu_sym_174,6196cf91a6be6ad33899cf7f,qmof-ed6a1d6,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o2_o26_pcu_sym_115,6196cfc3f8a517a48b6ccb6d,qmof-4543fa9,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o8_o15_pcu_sym_199,6196d007a6be6ad33899d964,qmof-0ac7a64,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o6_o15_pcu_sym_150,6196d00ef8a517a48b6cd0d0,qmof-a70dc58,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-irmof10_A-irmof20_A_No157,6196d167f8a517a48b6cea61,qmof-77e8bf6,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o11_o11_nbo_sym_118,6196cfb1a6be6ad33899d2be,qmof-d69c4b7,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o10_o13_pcu_sym_226,6196cf7da6be6ad33899cdb7,qmof-f5a950b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_OTOVIE_freeONLY,6196d09aa6be6ad33899e263,qmof-82ad652,OTOVIE,
boydwoo_str_m1_o8_o18_pcu_sym_164,6196cf98a6be6ad33899d03e,qmof-ff5bd85,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-DPAC_A-irmof7_A_No596,6196d15ff8a517a48b6ce9d5,qmof-c7f2375,,https://doi.org/10.1039/C9TA01752F
KUXWEH01_FSR,6196caf1f8a517a48b6c78c3,qmof-f2efcc4,KUXWEH01,https://doi.org/10.1021/jacs.6b03625
XOHPAM_FSR,6196cf20a6be6ad33899c7f3,qmof-e2e69e6,XOHPAM,https://doi.org/10.1016/j.inoche.2008.06.003
boydwoo_str_m5_Al_o3_o18_sra_sym_32,6196d059a6be6ad33899df6f,qmof-bd9ffd3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_VEXVAW_freeONLY,6196d0d9f8a517a48b6cde0f,qmof-ef5f30c,VEXVAW,
AQIROJ_FSR,6196c732a6be6ad338993fc9,qmof-e5d44b6,AQIROJ,https://doi.org/10.1016/j.molstruc.2016.07.051
boydwoo_str_m3_o24_o27_pcu_sym_223,6196cfc9a6be6ad33899d4d9,qmof-7465794,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-BDC_B-irmof7_B_No374,6196d0d2a6be6ad33899e5dd,qmof-e127717,,https://doi.org/10.1039/C9TA01752F
gmof_Uio66Zr-BDC_A-irmof6_A_No255,6196d132f8a517a48b6ce6ac,qmof-14f024a,,https://doi.org/10.1039/C9TA01752F
AYOHON_FSR,6196c729f8a517a48b6c378b,qmof-f2f9463,AYOHON,
boydwoo_str_m3_o22_o25_pcu_sym_104,6196cfe7f8a517a48b6cce37,qmof-fc21fa2,,https://doi.org/10.24435/materialscloud:2018.0016/v3
TEHLID_FSR,6196cdecf8a517a48b6ca8a8,qmof-926904e,TEHLID,https://doi.org/10.1080/15533174.2011.613437
gmof_Al2O6-irmof10_B-irmof7_B_No555,6196d0f7f8a517a48b6ce0a8,qmof-87fd469,,https://doi.org/10.1039/C9TA01752F
OFACAB_FSR,6196cc3ba6be6ad33899957f,qmof-44c1049,OFACAB,https://doi.org/10.1039/C3RA43405B
gmof_Zn2O8N2-AZO_A-irmof8_A_No62,6196d146f8a517a48b6ce835,qmof-ec84042,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-BDC_A-DPAC_A_No894,6196d286f8a517a48b6cfc11,qmof-8b907a1,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-DPAC_B-irmof7_B_No957,6196d0f4a6be6ad33899e899,qmof-358ca87,,https://doi.org/10.1039/C9TA01752F
GAXGET01_FSR,6196c96af8a517a48b6c5ee8,qmof-eb4d8ca,GAXGET01,https://doi.org/10.1016/j.inoche.2013.06.030
boydwoo_str_m3_o7_o17_nbo_sym_155,6196cfefa6be6ad33899d78e,qmof-e5ab8d0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m7_Zn_o8_o23_bcu_sym_34,6196d243a6be6ad33899fb7d,qmof-aff9124,,https://doi.org/10.24435/materialscloud:2018.0016/v3
QUSSUU_FSR,6196cd60f8a517a48b6c9f02,qmof-10dcb6e,QUSSUU,https://doi.org/10.1016/j.inoche.2015.08.011
VUWXUJ01_FSR,6196ce93f8a517a48b6cb593,qmof-66d7aed,VUWXUJ01,
QIWTUM_FSR,6196cd39a6be6ad33899a7c6,qmof-c2fa921,QIWTUM,https://doi.org/10.1002/ejic.200700833
IXUWOO_FSR,6196ca3ca6be6ad3389970c4,qmof-708a740,IXUWOO,https://doi.org/10.1039/c1cc10411j
gmof_Uio66Zr-DPAC_A-NiC4_No23,6196d123a6be6ad33899eb6b,qmof-a559dcb,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o8_o22_pcu_sym_270,6196d00fa6be6ad33899d9ee,qmof-9931f8f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-fum_B-irmof6_B_No14,6196d0e8f8a517a48b6cdf35,qmof-331f98a,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o14_o16_pcu_sym_56,6196cfa3f8a517a48b6cc97b,qmof-724d937,,https://doi.org/10.24435/materialscloud:2018.0016/v3
PIHWAG_FSR,6196d25cf8a517a48b6cf949,qmof-b95f9af,PIHWAG,https://doi.org/10.1039/C3CC43384F
NANNAU_FSR,6196cbe4a6be6ad338998e36,qmof-4fce737,NANNAU,https://doi.org/10.1039/C7DT00614D
gmof_Al2O6-fum_B-irmof20_B_No82,6196d0e8f8a517a48b6cdf20,qmof-c66194c,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o7_o25_sra_sym_3,6196d052f8a517a48b6cd50d,qmof-ba7df44,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-DPAC_B-irmof7_B_No1168,6196d0eba6be6ad33899e7da,qmof-3458e32,,https://doi.org/10.1039/C9TA01752F
NARQIJ_FSR,6196d213a6be6ad33899f84b,qmof-82af598,NARQIJ,https://doi.org/10.1039/C7DT00215G
MUSQIC_FSR,6196cbd3a6be6ad338998cdb,qmof-e6bb80c,MUSQIC,https://doi.org/10.1039/C5RA18848B
boydwoo_str_m3_o13_o29_pcu_sym_33,6196cfa0f8a517a48b6cc949,qmof-54bfc04,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-DPAC_A-irmof7_A_No682,6196d15ff8a517a48b6ce9df,qmof-46f2ccb,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o2_o13_sra_sym_14,6196d04da6be6ad33899dea7,qmof-ad3b37b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
DAMZEZ_FSR,6196c832a6be6ad3389951b1,qmof-790ac3d,DAMZEZ,https://doi.org/10.1016/j.jssc.2016.10.015
boydwoo_str_m3_o4_o11_pcu_sym_114,6196cfe5a6be6ad33899d6e7,qmof-f2d60f2,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o11_o28_pcu_sym_150,6196cf98a6be6ad33899d045,qmof-a19ee17,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_XEGKUR_freeONLY,6196d0cea6be6ad33899e587,qmof-d9f6091,XEGKUR,
boydwoo_str_m5_Al_o18_o28_sra_sym_64,6196d266f8a517a48b6cfa23,qmof-c027dc9,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o7_o7_sra_sym_121,6196d02aa6be6ad33899dbfc,qmof-43553c8,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o19_o24_pcu_sym_96,6196cf81f8a517a48b6cc7b9,qmof-9b166b1,,https://doi.org/10.24435/materialscloud:2018.0016/v3
tobacco_SR_ttv_v1-3c_B_Ch_v2-12c_Zr_1_Ch_1B_4H_Ch_1TrU_Ch_2x2x2,6196d1a5f8a517a48b6cee74,qmof-7fc8f2f,,https://doi.org/10.17605/OSF.IO/7DGVY
boydwoo_str_m3_o3_o17_pcu_sym_258,6196cfe4f8a517a48b6ccdff,qmof-11a9ce1,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-irmof6_A_No2,6196d104a6be6ad33899e9c7,qmof-8363535,,https://doi.org/10.1039/C9TA01752F
RESGUU_FSR,6196cd80f8a517a48b6ca156,qmof-663129a,RESGUU,https://doi.org/10.1039/C8CC00753E
boydwoo_str_m3_o19_o22_pcu_sym_39,6196cfb6a6be6ad33899d347,qmof-db355d4,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Uio66Zr-BDC_A-imd_No11,6196d125f8a517a48b6ce587,qmof-3c42ae2,,https://doi.org/10.1039/C9TA01752F
QEQWER_FSR,6196cd14f8a517a48b6c9994,qmof-55b32f8,QEQWER,https://doi.org/10.1039/C7CE01933E
core_TEWFUY_freeONLY,6196d0caf8a517a48b6cdd01,qmof-d0c7189,TEWFUY,
FAFCAS_FSR,6196c8f7f8a517a48b6c560d,qmof-9cace33,FAFCAS,https://doi.org/10.1039/c002054k
gmof_AlO6-DPAC_A_No24,6196d11bf8a517a48b6ce47d,qmof-f3f8bc5,,https://doi.org/10.1039/C9TA01752F
RUZCOG_FSR,6196cdaff8a517a48b6ca470,qmof-bfe77e8,RUZCOG,https://doi.org/10.1021/acs.cgd.5b01302
WOZPIM03_FSR,6196ced2f8a517a48b6cba1f,qmof-387f942,WOZPIM03,https://doi.org/10.1039/C7CE01595J
boydwoo_str_m4_Al_o7_o27_acs_sym_173,6196d00ea6be6ad33899d9e6,qmof-26920f5,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-ADC_A-irmof20_A_No806,6196d285f8a517a48b6cfbf8,qmof-35c8beb,,https://doi.org/10.1039/C9TA01752F
MOF-5_cooh_2_1996_1,6196cb91a6be6ad3389987c3,qmof-dee93f5,,https://doi.org/10.1021/jp401920y
FIHBIJ_FSR,6196c917a6be6ad338995ebc,qmof-e7ec47b,FIHBIJ,https://doi.org/10.1039/C3CE40850G
boydwoo_str_m3_o26_o27_pcu_sym_145,6196cfd4a6be6ad33899d5aa,qmof-3b418e4,,https://doi.org/10.24435/materialscloud:2018.0016/v3
REGXOS01_FSR,6196cd60f8a517a48b6c9f07,qmof-a62e471,REGXOS01,https://doi.org/10.1039/C6CE02476A
boydwoo_str_m3_o4_o22_nbo_sym_239,6196cffba6be6ad33899d87c,qmof-2d4b95d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m4_Al_o17_o23_acs_sym_195,6196d021a6be6ad33899db45,qmof-3a95f6e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
ZIGRAL_FSR,6196cf6ef8a517a48b6cc670,qmof-90e1089,ZIGRAL,https://doi.org/10.1002/asia.201800754
boydwoo_str_m1_o5_o17_pcu_sym_39,6196cf88a6be6ad33899cea7,qmof-cda8e7d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
YUQQEI_FSR,6196cf79a6be6ad33899cd77,qmof-ed987cc,YUQQEI,https://doi.org/10.1021/acs.cgd.5b01175
gmof_Zn2O8N2-AZO_A-DPAC_A_No28,6196d138f8a517a48b6ce71d,qmof-9a88589,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-AZO_B-irmof7_B_No581,6196d0e2f8a517a48b6cdead,qmof-d292655,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o8_o11_pcu_sym_150,6196d002a6be6ad33899d8f7,qmof-905288f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o12_o18_pcu_sym_264,6196cf96a6be6ad33899cff9,qmof-6df3cab,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o10_o13_pcu_sym_28,6196cf7da6be6ad33899cdc1,qmof-7d610e5,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-irmof20_A_No29,6196d171a6be6ad33899eff9,qmof-8755d63,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-BDC_A-irmof20_A_No555,6196d28cf8a517a48b6cfc61,qmof-3e52596,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o18_o26_pcu_sym_46,6196cfb0a6be6ad33899d29a,qmof-08e7dd3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
CIMFUB_FSR,6196c7d1a6be6ad338994af4,qmof-1bb0dd9,CIMFUB,https://doi.org/10.1038/ncomms3684
EWAWAC_FSR,6196c8cfa6be6ad338995b6f,qmof-c535e2f,EWAWAC,https://doi.org/10.1039/C6CE01790H
MAQMAV_FSR,6196cb7ef8a517a48b6c829f,qmof-08cbfe6,MAQMAV,https://doi.org/10.1016/j.molstruc.2017.04.057
MICNIW_FSR,6196cb8cf8a517a48b6c839b,qmof-26a179f,MICNIW,https://doi.org/10.1002/chem.200501067
core_OBEDEE_freeONLY,6196d0c2f8a517a48b6cdc86,qmof-758f83b,OBEDEE,
boydwoo_str_m1_o21_o21_pcu_sym_30,6196cf89f8a517a48b6cc827,qmof-69c9d0b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
VEJYUF07_FSR,6196ce88f8a517a48b6cb4ce,qmof-5b2ca47,VEJYUF07,https://doi.org/10.1039/c1cc11985k
MUJGII02_FSR,6196cbcef8a517a48b6c877c,qmof-187d1a2,MUJGII02,https://doi.org/10.1021/acs.inorgchem.6b00814
boydwoo_str_m3_o13_o16_pcu_sym_214,6196cfb6a6be6ad33899d34b,qmof-d844aae,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_NIYZIG_freeONLY,6196d0bdf8a517a48b6cdc2d,qmof-3a01552,NIYZIG,
gmof_Al2O6-BDC_B-irmof7_B_No744,6196d0daa6be6ad33899e676,qmof-169186c,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o3_pcu_sym_73,6196cfccf8a517a48b6ccc06,qmof-9d28a0a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-ADC_B-DPAC_B_No75,6196d0f2a6be6ad33899e86a,qmof-51bc7ba,,https://doi.org/10.1039/C9TA01752F
UHOTAN01_FSR,6196ce39f8a517a48b6cae56,qmof-b26919c,UHOTAN01,https://doi.org/10.1039/C5CE01037C
gmof_Zn4O13-BDC_A-DPAC_A_No659,6196d17df8a517a48b6cec0f,qmof-fd68665,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-DPAC_A-TED_A_No2,6196d179a6be6ad33899f06c,qmof-1ca1cf3,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o6_o16_sra_sym_101,6196d03af8a517a48b6cd37b,qmof-bb763b5,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MATVAF_FSR,6196cb63a6be6ad3389984bf,qmof-5ed2725,MATVAF,https://doi.org/10.1021/ic050452i
ESIPUR02_FSR,6196c8c1f8a517a48b6c5208,qmof-fc8a9d4,ESIPUR02,https://doi.org/10.1039/b921532h
DUJPEF_FSR,6196d1d4f8a517a48b6cf00a,qmof-b13204c,DUJPEF,https://doi.org/10.1021/acs.cgd.5b00154
tobacco_SR_ttv_v1-3c_pyrrole_Ch_v2-12c_Zr_1_Ch_1B_2F_Ch_2x2x2,6196d1aaf8a517a48b6ceea6,qmof-0bbe221,,https://doi.org/10.17605/OSF.IO/7DGVY
GAXGIX_FSR,6196c96bf8a517a48b6c5ef2,qmof-15c4a0c,GAXGIX,https://doi.org/10.1039/c2ce25099c
gmof_AlO6-AZO_A_No14,6196d10bf8a517a48b6ce2c9,qmof-32894ad,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o4_o14_nbo_sym_208,6196cfeaa6be6ad33899d740,qmof-fe3c849,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-irmof20_A_No328,6196d17ba6be6ad33899f085,qmof-768e0c7,,https://doi.org/10.1039/C9TA01752F
LUVBAH_FSR,6196cb6ff8a517a48b6c8195,qmof-ff1a19b,LUVBAH,https://doi.org/10.1016/j.inoche.2015.08.022
boydwoo_str_m3_o6_o18_pcu_sym_223,6196d011f8a517a48b6cd10b,qmof-4a7f527,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o4_o11_pcu_sym_20,6196cfe6a6be6ad33899d6fc,qmof-a4921a2,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o17_o23_sra_sym_61,6196d038a6be6ad33899dd2e,qmof-6542f77,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o3_o16_pcu_sym_92,6196cfe3f8a517a48b6ccdeb,qmof-4949753,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-ADC_A-irmof14_A_No651,6196d162a6be6ad33899ef2d,qmof-27df637,,https://doi.org/10.1039/C9TA01752F
NIMWEN_FSR,6196cbfca6be6ad33899901d,qmof-67b74c4,NIMWEN,https://doi.org/10.1039/C3CE41116H
gmof_Al2O6-irmof6_B-irmof7_B_No247,6196d113f8a517a48b6ce39c,qmof-a42e31c,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m1_o5_o25_pcu_sym_49,6196cf8ea6be6ad33899cf2c,qmof-2956a93,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-AZO_B-DPAC_B_No258,6196d0cef8a517a48b6cdd3b,qmof-24cf89d,,https://doi.org/10.1039/C9TA01752F
EQOCIW_FSR,6196d1f7f8a517a48b6cf270,qmof-fd9d828,EQOCIW,https://doi.org/10.1002/chem.200304957
gmof_Al2O6-AZO_B-irmof7_B_No2,6196d0ddf8a517a48b6cde57,qmof-4b067b3,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-ADC_B-AZO_B_No45,6196d0e8a6be6ad33899e78f,qmof-5af3aeb,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-BDC_B-irmof20_B_No260,6196d0f2f8a517a48b6ce048,qmof-6bee764,,https://doi.org/10.1039/C9TA01752F
QOPZIF_FSR,6196cd2ea6be6ad33899a6fc,qmof-7e2925e,QOPZIF,https://doi.org/10.1021/ic801906e
boydwoo_str_m5_Al_o11_o19_sra_sym_96,6196d018a6be6ad33899daa5,qmof-f0f4dea,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o6_o15_pcu_sym_41,6196d00ff8a517a48b6cd0da,qmof-a04209a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-AZO_A-irmof20_A_No307,6196d13ff8a517a48b6ce7b2,qmof-f599da8,,https://doi.org/10.1039/C9TA01752F
DOFWUR_FSR,6196c84af8a517a48b6c49ed,qmof-9fbe71b,DOFWUR,https://doi.org/10.1080/00958970801950029
gmof_Zn2O8N2-ADC_A-irmof7_A_No319,6196d132f8a517a48b6ce6af,qmof-6445360,,https://doi.org/10.1039/C9TA01752F
HAGGIH_FSR,6196c98ff8a517a48b6c6069,qmof-a621406,HAGGIH,https://doi.org/10.1002/zaac.201100160
gmof_Zn4O13-BDC_A-irmof20_A_No557,6196d166a6be6ad33899ef68,qmof-6801689,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-DPAC_A-irmof14_A_No155,6196d152f8a517a48b6ce8f9,qmof-18fb46a,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o2_o17_pcu_sym_71,6196cfe7a6be6ad33899d710,qmof-2da37e8,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o14_o24_nbo_sym_163,6196cfaaf8a517a48b6cc9d5,qmof-54372a9,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o1_o19_nbo_sym_71,6196cfcca6be6ad33899d516,qmof-95dc3e3,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o6_o19_sra_sym_36,6196d03ff8a517a48b6cd3b7,qmof-7072328,,https://doi.org/10.24435/materialscloud:2018.0016/v3
COSFAS_FSR,6196c7f4f8a517a48b6c4461,qmof-9c10b27,COSFAS,https://doi.org/10.1016/j.molstruc.2009.01.016
boydwoo_str_m1_o13_o26_pcu_sym_162,6196cf6df8a517a48b6cc658,qmof-6f53b55,,https://doi.org/10.24435/materialscloud:2018.0016/v3
YELFON_FSR,6196cf4ef8a517a48b6cc484,qmof-bfa7cd1,YELFON,https://doi.org/10.14102/j.cnki.0254-5861.2011-1666
QOBZOX_FSR,6196cd0da6be6ad33899a4be,qmof-764b6c7,QOBZOX,https://doi.org/10.1016/j.ica.2007.10.024
boydwoo_str_m1_o18_o18_pcu_sym_261,6196cf7cf8a517a48b6cc75c,qmof-e5a5a08,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MATVEJ_FSR,6196cb64a6be6ad3389984cb,qmof-b430899,MATVEJ,https://doi.org/10.1021/ic050452i
boydwoo_str_m3_o6_o9_pcu_sym_232,6196d020f8a517a48b6cd20a,qmof-3ede64b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Uio66Zr-irmof8_A_No2,6196d142a6be6ad33899ed15,qmof-3573de2,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o8_o11_pcu_sym_57,6196d004a6be6ad33899d91f,qmof-3da84ce,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-irmof20_A_No461,6196d187a6be6ad33899f139,qmof-0496546,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-BDC_B-irmof10_B_No58,6196d0eef8a517a48b6cdfd9,qmof-78d9001,,https://doi.org/10.1039/C9TA01752F
GATLAQ_FSR,6196c960f8a517a48b6c5e51,qmof-20f92bb,GATLAQ,
gmof_Uio66Zr-BDC_A-irmof7_A_No223,6196d146f8a517a48b6ce832,qmof-940f796,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-BDC_B-irmof7_B_No625,6196d0d8a6be6ad33899e644,qmof-c2f912a,,https://doi.org/10.1039/C9TA01752F
VUXCUP_FSR,6196ce95f8a517a48b6cb5b2,qmof-3fcc991,VUXCUP,
KAYKAZ_FSR,6196cab1f8a517a48b6c7479,qmof-e96e55e,KAYKAZ,https://doi.org/10.1038/s41467-017-00122-5
BUNLON_FSR,6196c79aa6be6ad33899471e,qmof-f77c0e0,BUNLON,https://doi.org/10.1039/C5CE00903K
NOWMUJ_FSR,6196cc26f8a517a48b6c8bc8,qmof-a7f487c,NOWMUJ,https://doi.org/10.1039/C4GC02184C
gmof_Zn2O8N2-irmof10_A-irmof7_A_No520,6196d14ef8a517a48b6ce8b8,qmof-597c872,,https://doi.org/10.1039/C9TA01752F
MOF-5_cooh_2_2860_1,6196cb9da6be6ad338998898,qmof-8a1c381,,https://doi.org/10.1021/jp401920y
