,T_P proba
boydwoo_str_m1_o16_o26_pcu_sym_139,1.0
gmof_Zn2O8N2-ADC_A-irmof8_A_No794,1.0
boydwoo_str_m3_o18_o28_pcu_sym_261,1.0
QEGNOH_FSR,1.0
TOYWAI_FSR,1.0
gmof_AlO6-pcn6_B_No5,1.0
PUQHAL01_FSR,1.0
VAKHOH_FSR,1.0
core_LUKREO_freeONLY,1.0
LAGNIT_FSR,1.0
boydwoo_str_m3_o2_o23_pcu_sym_190,1.0
QUCVEQ_FSR,1.0
boydwoo_str_m3_o3_o9_pcu_sym_21,1.0
BERSOI_FSR,1.0
boydwoo_str_m5_Al_o20_o25_sra_sym_138,1.0
boydwoo_str_m5_Al_o11_o17_sra_sym_123,1.0
gmof_Al2O6-ADC_B-BDC_B_No496,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No168,1.0
boydwoo_str_m3_o17_o20_pcu_sym_170,1.0
boydwoo_str_m5_Al_o7_o13_sra_sym_84,1.0
core_ENITAX_freeONLY,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No410,1.0
MOF-5_cooh_2_2550_1,1.0
PEHPEY_FSR,1.0
KOBGOY01_FSR,1.0
KENJUK_FSR,1.0
AHAHIB_FSR,1.0
core_GUPBUP_SL,1.0
FUNKUW_FSR,1.0
boydwoo_str_m1_o18_o21_pcu_sym_91,1.0
BUQQIP_FSR,1.0
MINQOQ_FSR,1.0
boydwoo_str_m7_Zn_o12_o22_bcu_sym_4,1.0
gmof_Al2O6-AZO_B-BDC_B_No265,1.0
boydwoo_str_m3_o1_o22_pcu_sym_158,1.0
boydwoo_str_m3_o3_o22_pcu_sym_127,1.0
core_TEMPAE_freeONLY,1.0
FAFJAZ_FSR,1.0
boydwoo_str_m1_o13_o26_pcu_sym_186,1.0
boydwoo_str_m5_Al_o2_o17_sra_sym_48,1.0
JOJHUM_FSR,1.0
gmof_Zn2O8N2-BDC_A-irmof14_A_No133,1.0
HAFGUT_FSR,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No21,1.0
SIXWON_FSR,1.0
SICGIW_FSR,1.0
gmof_AlO6-mof177_No1,0.8243716112276298
boydwoo_str_m1_o13_o26_pcu_sym_132,1.0
NEHNEV_FSR,1.0
AVAWAX_FSR,1.0
core_HIFVUO01_freeONLY,1.0
gmof_Al2O6-AZO_B-irmof20_B_No8,1.0
JOTXAU_FSR,1.0
boydwoo_str_m1_o11_o11_pcu_sym_31,1.0
AJAXOY_FSR,1.0
boydwoo_str_m3_o18_o19_pcu_sym_53,1.0
REVYIC_FSR,1.0
QUVCEQ_FSR,1.0
NARQEF_FSR,1.0
boydwoo_str_m4_Al_o2_o6_acs_sym_202,1.0
boydwoo_str_m5_Al_o11_o11_sra_sym_135,1.0
boydwoo_str_m4_Al_o25_o25_acs_sym_129,1.0
gmof_Al2O6-irmof14_B-irmof7_B_No2,1.0
SIVGIP_FSR,1.0
boydwoo_str_m3_o2_o7_pcu_sym_154,1.0
boydwoo_str_m3_o2_o28_pcu_sym_144,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No13,1.0
MAXWOA_FSR,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No1202,1.0
gmof_AlO6-mof177-N_No4,1.0
KARRIE_FSR,1.0
gmof_Uio66Zr-irmof10_A-irmof14_A_No287,1.0
JALPAQ_FSR,1.0
DAMYIC_FSR,1.0
AGUWEG01_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No484,1.0
core_MUTDEM_freeONLY,1.0
gmof_Al2O6-irmof6_B-irmof7_B_No288,1.0
QONKUB_FSR,1.0
boydwoo_str_m3_o8_o16_pcu_sym_105,1.0
boydwoo_str_m3_o2_o18_pcu_sym_80,1.0
HEJQAR_FSR,1.0
gmof_AlO6-irmof6_A_No3,1.0
JIHTEC_FSR,1.0
FEVBUG_FSR,1.0
boydwoo_str_m3_o22_o29_pcu_sym_167,1.0
gmof_Al2O6-DPAC_B-irmof6_B_No13,1.0
boydwoo_str_m1_o2_o15_pcu_sym_50,1.0
FAPYEA04_FSR,1.0
boydwoo_str_m3_o8_o27_pcu_sym_263,1.0
core_FUNCAT_freeONLY,1.0
boydwoo_str_m3_o3_o11_pcu_sym_10,1.0
gmof_Zn2O8N2-ADC_A-irmof14_A_No416,1.0
gmof_AlO6-ADC_A_No9,1.0
HISVIR_FSR,1.0
gmof_Zn2O8-ADC_A-irmof20_A_No795,1.0
gmof_Al2O6-fum_B-irmof7_B_No63,1.0
boydwoo_str_m4_Al_o23_o23_acs_sym_91,1.0
boydwoo_str_m3_o11_o19_nbo_sym_25,1.0
VIWHAN_FSR,1.0
gmof_Uio66Zr-BDC_A-NiC4_No6,1.0
TOYWIQ_FSR,1.0
SIVGOV_FSR,1.0
QARCET_FSR,1.0
boydwoo_str_m4_Al_o17_o23_acs_sym_108,1.0
boydwoo_str_m3_o4_o7_pcu_sym_33,1.0
gmof_Al2O6-AZO_B-irmof8_B_No3,1.0
GOWVOF_FSR,1.0
XOBGON_FSR,1.0
DUQNOU_FSR,1.0
IZECIA_FSR,1.0
core_VOLQOD_freeONLY,0.8380279158882673
boydwoo_str_m3_o2_o26_pcu_sym_180,1.0
gmof_AlO6-mof177-N_No1,1.0
gmof_Zn2O8N2-ADC_A-TED_A_No26,1.0
gmof_Zn2O8N2-irmof14_A-irmof8_A_No153,1.0
IBEDUP_FSR,1.0
YOVXEO_FSR,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No111,1.0
QUTBOY_FSR,1.0
core_GEFYUN_freeONLY,1.0
core_AFITUF_freeONLY,1.0
MOF-5_cooh_2_217_2,1.0
boydwoo_str_m5_Al_o20_o27_sra_sym_39,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No21,1.0
NEVBIB_FSR,1.0
OVEJUW_FSR,1.0
boydwoo_str_m3_o7_o11_pcu_sym_233,1.0
boydwoo_str_m3_o1_o28_pcu_sym_77,1.0
core_YEYCUC_SL,1.0
boydwoo_str_m3_o11_o28_pcu_sym_31,1.0
core_QOFLAA_freeONLY,1.0
boydwoo_str_m3_o14_o22_pcu_sym_40,1.0
VOBPIL01_FSR,1.0
boydwoo_str_m3_o3_o16_pcu_sym_116,1.0
boydwoo_str_m3_o3_o15_pcu_sym_108,1.0
HECQUB_FSR,1.0
boydwoo_str_m3_o8_o17_pcu_sym_140,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No372,1.0
core_IXUWII_freeONLY,1.0
boydwoo_str_m3_o4_o28_pcu_sym_230,1.0
boydwoo_str_m4_Al_o20_o25_acs_sym_268,1.0
LURGEL_FSR,1.0
boydwoo_str_m3_o1_o20_pcu_sym_40,1.0
DOGZIJ_FSR,1.0
gmof_Zn2O8N2-ADC_A-irmof10_A_No455,1.0
gmof_AlO6-ADC_A_No15,1.0
BEXTOP_FSR,1.0
boydwoo_str_m5_Al_o20_o22_sra_sym_36,1.0
MOF-5_cooh_2_882_1,1.0
MOF-5_cooh_2_878_1,1.0
PUMYEE_FSR,1.0
PETXES_FSR,0.8345929345131604
gmof_Zn2O8N2-irmof14_A-irmof20_A_No365,1.0
boydwoo_str_m1_o8_o12_pcu_sym_42,1.0
boydwoo_str_m3_o11_o24_nbo_sym_278,1.0
gmof_Zn2O8N2-ADC_A-irmof20_A_No203,1.0
boydwoo_str_m3_o18_o22_pcu_sym_232,1.0
boydwoo_str_m3_o14_o17_nbo_sym_75,1.0
BAXHUF_FSR,1.0
IYOHOU_FSR,1.0
gmof_Zn2O8N2-irmof8_A-TePM_No127,1.0
boydwoo_str_m3_o18_o20_pcu_sym_181,1.0
boydwoo_str_m1_o4_o25_pcu_sym_243,1.0
gmof_Zn2O8N2-AZO_A-irmof7_A_No470,1.0
ERUDAY_FSR,1.0
gmof_Al2O6-ADC_B-DPAC_B_No120,1.0
boydwoo_str_m5_Al_o6_o13_sra_sym_56,1.0
WETVUN_FSR,1.0
BAXJAN01_FSR,1.0
gmof_Zn2O8N2-irmof6_A-irmof8_A_No179,1.0
HUCXEK_FSR,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No8,1.0
boydwoo_str_m7_Zn_o1_o12_bcu_sym_31,1.0
boydwoo_str_m3_o1_o11_nbo_sym_147,1.0
boydwoo_str_m3_o8_o13_pcu_sym_205,1.0
IJEXEB_FSR,1.0
gmof_Al2O6-BDC_B-irmof7_B_No36,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No675,1.0
JORRUF_FSR,1.0
OFUZUL_FSR,1.0
boydwoo_str_m3_o14_o15_nbo_sym_92,1.0
boydwoo_str_m3_o23_o28_pcu_sym_111,1.0
FURFOP_FSR,1.0
MISHAY_FSR,1.0
boydwoo_str_m3_o11_o28_pcu_sym_222,1.0
gmof_AlO6-irmof6_A_No14,1.0
MEYKEI_FSR,1.0
boydwoo_str_m3_o2_o3_pcu_sym_73,1.0
gmof_Zn2O8-BTC_A-irmof10_A_No7,1.0
gmof_Uio66Zr-BDC_A-imdb_No13,1.0
gmof_Al2O6-DPAC_B_No4,1.0
HEFYUN_FSR,1.0
NIMWIR_FSR,1.0
boydwoo_str_m3_o11_o24_nbo_sym_284,1.0
boydwoo_str_m5_Al_o20_o25_sra_sym_65,1.0
gmof_AlO6-mofHTB_No1,1.0
boydwoo_str_m1_o14_o24_pcu_sym_271,1.0
boydwoo_str_m3_o11_o29_pcu_sym_228,1.0
GIVVUF_FSR,1.0
CIHYOJ_FSR,1.0
gmof_Zn4O13-irmof20_A-irmof6_A_No185,1.0
core_GOVXIA_freeONLY,1.0
GUFBOA_FSR,1.0
boydwoo_str_m1_o5_o24_pcu_sym_168,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No616,1.0
gmof_Zn2O8N2-DPAC_A-irmof6_A_No417,1.0
gmof_Al2O6-BDC_B-irmof20_B_No253,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No26,1.0
KIWSAL_FSR,1.0
DEBXEQ_FSR,1.0
gmof_Zn2O8N2-BDC_A-irmof6_A_No237,1.0
boydwoo_str_m3_o1_o18_pcu_sym_148,1.0
HAVYAG_FSR,1.0
DIMQEX_FSR,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No279,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No109,1.0
AGUTEC_FSR,1.0
HEFRUI_FSR,1.0
boydwoo_str_m5_Al_o11_o13_sra_sym_6,1.0
gmof_Al2O6-BDC_B-DPAC_B_No164,1.0
QOVRUQ_FSR,1.0
ZIGREP_FSR,1.0
IROROX_FSR,1.0
gmof_Zn2O8N2-irmof14_A-pmof1_A_No5,1.0
HOMFEW_FSR,1.0
boydwoo_str_m3_o2_o21_pcu_sym_68,1.0
gmof_Al2O6-BDC_B-irmof20_B_No264,1.0
gmof_AlO6-pcn6_A_No1,1.0
LAZLAB_FSR,1.0
core_BOWNUY_freeONLY,0.8367723771102658
gmof_Zn2O8N2-DPAC_A-irmof10_A_No202,1.0
boydwoo_str_m5_Al_o16_o17_sra_sym_61,1.0
gmof_Zn2O8N2-irmof14_A-irmof7_A_No378,1.0
MOF-5_cooh_2_2285_1,1.0
gmof_AlO6-mof177_No36,1.0
gmof_Al2O6-ADC_B-DPAC_B_No94,1.0
boydwoo_str_m3_o1_o9_pcu_sym_230,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No335,1.0
GOGLIA_FSR,1.0
ESAREX_FSR,1.0
SEPPIN_FSR,1.0
gmof_Al2O6-AZO_B-BDC_B_No92,1.0
boydwoo_str_m3_o17_o26_pcu_sym_136,1.0
core_CUVXAT_freeONLY,1.0
gmof_Uio66Zr-DPAC_A_No10,1.0
boydwoo_str_m3_o4_o21_pcu_sym_3,1.0
boydwoo_str_m5_Al_o20_o22_sra_sym_79,1.0
boydwoo_str_m3_o7_o28_pcu_sym_34,1.0
MORVUN_FSR,1.0
gmof_AlO6-irmof12_A_No1,1.0
MOYYIJ_FSR,1.0
gmof_Al2O6-AZO_B-BDC_B_No12,1.0
AHINIP_FSR,1.0
boydwoo_str_m3_o6_o9_pcu_sym_199,1.0
tobacco_srsb_sym_3_on_0_sym_3_mc_0_L_13,0.8256499741237224
PILXEQ_FSR,1.0
gmof_Uio66Zr-irmof20_A-irmof8_A_No106,1.0
gmof_Zn2O8N2-AZO_A-irmof20_A_No143,1.0
RAWVUJ_FSR,1.0
boydwoo_str_m4_Al_o2_o23_acs_sym_83,1.0
core_HEKTAU_freeONLY,1.0
boydwoo_str_m1_o18_o18_pcu_sym_55,1.0
NARRAC_FSR,1.0
boydwoo_str_m3_o24_o27_pcu_sym_164,1.0
boydwoo_str_m5_Al_o1_o19_sra_sym_70,1.0
boydwoo_str_m5_Al_o23_o27_sra_sym_111,1.0
MAQBAK_FSR,1.0
JIVQUD_FSR,1.0
gmof_Zn4O13-DPAC_A-TED_A_No22,1.0
KUQNOA_FSR,1.0
gmof_AlO6-AZO_A_No19,1.0
boydwoo_str_m3_o4_o22_pcu_sym_54,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No534,1.0
IMISED_FSR,1.0
boydwoo_str_m5_Al_o8_o16_sra_sym_98,1.0
ZIMVAV_FSR,1.0
CEGJOO_FSR,1.0
NAFGOR01_FSR,1.0
boydwoo_str_m1_o5_o24_pcu_sym_109,1.0
gmof_AlO6-mofHTB_No22,1.0
BIBBUL_FSR,1.0
USOXEH_FSR,1.0
MOF-5_cooh_2_712_1,1.0
gmof_Uio66Zr-irmof20_A-irmof8_A_No32,1.0
TIMMOU_FSR,1.0
gmof_Zn2O8-ADC_A-irmof6_A_No469,1.0
gmof_AlO6-irmof10_A_No9,1.0
gmof_Al2O6-BDC_B-irmof12_B_No12,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No495,1.0
boydwoo_str_m1_o16_o18_pcu_sym_216,1.0
boydwoo_str_m3_o3_o18_pcu_sym_170,1.0
VILXUK_FSR,1.0
gmof_Al2O6-irmof10_B-irmof20_B_No20,1.0
HADDOI_FSR,1.0
VUPQON_FSR,1.0
boydwoo_str_m1_o10_o26_pcu_sym_208,1.0
boydwoo_str_m5_Al_o16_o20_sra_sym_78,1.0
EJIBUW_FSR,1.0
MOF-5_cooh_2_572_2,1.0
gmof_AlO6-pcn6_B_No6,1.0
boydwoo_str_m3_o3_o27_pcu_sym_138,1.0
boydwoo_str_m5_Al_o11_o19_sra_sym_75,1.0
gmof_Al2O6-DPAC_B-irmof6_B_No55,1.0
boydwoo_str_m3_o13_o20_pcu_sym_162,1.0
boydwoo_str_m3_o11_o25_pcu_sym_197,1.0
gmof_AlO6-irmof20_A_No11,1.0
boydwoo_str_m3_o8_o8_pcu_sym_193,1.0
HAMKIQ_FSR,1.0
QUDJEF_FSR,1.0
boydwoo_str_m5_Al_o3_o20_sra_sym_44,1.0
LELPAV_FSR,1.0
core_IMISIH_freeONLY,1.0
RELLUQ_FSR,1.0
boydwoo_str_m3_o8_o14_pcu_sym_178,1.0
boydwoo_str_m5_Al_o2_o7_sra_sym_97,1.0
gmof_CuN4-SiF6-DPAC_No15,1.0
LIRXUG_FSR,1.0
pyrene_KEQJEX,1.0
gmof_CuN4-SiF6-DPAC_No7,1.0
boydwoo_str_m5_Al_o3_o6_sra_sym_152,1.0
QEDQAU_FSR,1.0
boydwoo_str_m7_Zn_o6_o25_bcu_sym_188,1.0
ICOWII01_FSR,1.0
boydwoo_str_m3_o14_o27_pcu_sym_50,1.0
HINROO_FSR,1.0
NARROQ_FSR,1.0
boydwoo_str_m3_o16_o26_pcu_sym_70,1.0
boydwoo_str_m3_o2_o16_pcu_sym_103,1.0
boydwoo_str_m3_o7_o7_pcu_sym_194,1.0
boydwoo_str_m5_Al_o7_o18_sra_sym_16,1.0
gmof_Uio66Zr-irmof12_A-irmof14_A_No19,1.0
gmof_Al2O6-BDC_B-irmof20_B_No81,1.0
gmof_Zn2O8N2-irmof6_A-irmof7_A_No402,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No970,1.0
XAHGAQ_FSR,1.0
core_GARQAU_freeONLY,1.0
XADTON01_FSR,1.0
gmof_Al2O6-BDC_B-irmof10_B_No137,1.0
boydwoo_str_m4_Al_o6_o25_acs_sym_102,1.0
boydwoo_str_m1_o6_o22_pcu_sym_81,1.0
OQEZUH_FSR,0.8349834443882342
KUTPAS_FSR,1.0
boydwoo_str_m3_o8_o12_pcu_sym_225,1.0
HIGXAY_FSR,1.0
gmof_Zn2O8N2-DPAC_A-irmof6_A_No347,1.0
QEXHIN_FSR,1.0
gmof_Zn2O8N2-ADC_A-DPAC_A_No335,1.0
boydwoo_str_m3_o1_o4_pcu_sym_157,1.0
gmof_Uio66Zr-irmof6_A-irmof7_A_No102,1.0
LEDZIG_FSR,1.0
tobacco_SR_mrc_v1-6c_Zr_1_Ch_v2-4c_1anC_Ch_1B_2F_Ch_2x1x2,1.0
MOF-5_cooh_2_2349_1,1.0
boydwoo_str_m3_o16_o19_pcu_sym_16,1.0
DOQLEC01_FSR,1.0
HAYQIK_FSR,1.0
GUPCUQ02_FSR,1.0
boydwoo_str_m1_o8_o12_pcu_sym_40,1.0
JUJMIM_FSR,1.0
gmof_Al2O6-ADC_B-BDC_B_No398,1.0
UGOFON_FSR,1.0
VUKRUQ_FSR,0.9131712643749652
boydwoo_str_m3_o7_o12_pcu_sym_265,1.0
boydwoo_str_m1_o12_o18_pcu_sym_103,1.0
core_QOWQUO_manual,0.8642506912029763
boydwoo_str_m7_Zn_o11_o12_bcu_sym_75,1.0
gmof_AlO6-pcn6_B_No7,1.0
EYOQEP_FSR,0.9164462856546427
core_VUKHOZ_freeONLY,1.0
IYAZAL_FSR,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No391,1.0
ALUKOI_FSR,1.0
boydwoo_str_m3_o17_o26_pcu_sym_190,1.0
FALDAA_FSR,1.0
GUSFAC_FSR,1.0
PARMIG_FSR,1.0
gmof_Zn2O8N2-ADC_A-irmof14_A_No309,1.0
gmof_AlO6-irmof10_A_No10,1.0
core_BEPROF_freeONLY,1.0
boydwoo_str_m5_Al_o23_o27_sra_sym_129,1.0
YOYBIZ_FSR,1.0
boydwoo_str_m3_o3_o26_pcu_sym_272,1.0
GIYJAB_FSR,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No318,1.0
REDMUL_FSR,1.0
CESQUP_FSR,1.0
RINPIN_FSR,1.0
IXONUG_FSR,1.0
PARNON_FSR,1.0
UFOBAV_FSR,1.0
boydwoo_str_m5_Al_o13_o19_sra_sym_136,1.0
boydwoo_str_m3_o18_o27_pcu_sym_242,1.0
boydwoo_str_m1_o11_o15_pcu_sym_16,1.0
OCESUL_FSR,1.0
FEPFIS_FSR,1.0
boydwoo_str_m1_o21_o26_pcu_sym_222,1.0
boydwoo_str_m3_o2_o14_pcu_sym_196,1.0
core_HAMJOW_freeONLY,1.0
boydwoo_str_m3_o13_o23_pcu_sym_126,1.0
boydwoo_str_m5_Al_o3_o6_sra_sym_22,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No697,1.0
boydwoo_str_m5_Al_o11_o17_sra_sym_208,1.0
gmof_AlO6-DPAC_A_No28,1.0
KINKAV_FSR,1.0
gmof_Uio66Zr-irmof10_A-irmof14_A_No436,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No439,1.0
gmof_Zn4O13-BDC_A-DPAC_A_No412,1.0
UYEWIG02_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No590,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No610,1.0
HAFHAA_FSR,1.0
gmof_Al2O6-fum_B-irmof7_B_No214,1.0
CECSAF_FSR,1.0
gmof_AlO6-DPAC_A_No25,1.0
gmof_Zn4O13-irmof12_A-irmof16_A_No17,1.0
WEMVUI_FSR,1.0
GIZVIV_FSR,1.0
NEBLOY_FSR,1.0
COZLUB_FSR,1.0
boydwoo_str_m1_o11_o17_pcu_sym_28,1.0
boydwoo_str_m1_o15_o19_pcu_sym_50,1.0
boydwoo_str_m5_Al_o18_o20_sra_sym_8,1.0
NAFSOF_FSR,1.0
gmof_Al2O6-AZO_B-fum_B_No75,1.0
KESFUL_FSR,1.0
gmof_Zn2O8N2-BDC_A-irmof8_A_No135,1.0
boydwoo_str_m3_o3_o14_pcu_sym_103,1.0
REXRUJ01_FSR,1.0
boydwoo_str_m3_o19_o22_pcu_sym_132,1.0
boydwoo_str_m3_o1_o10_pcu_sym_121,1.0
boydwoo_str_m5_Al_o6_o17_sra_sym_71,1.0
RONCAZ_FSR,1.0
core_XEXLOD_freeONLY,1.0
BEGHAZ_FSR,1.0
boydwoo_str_m3_o2_o26_pcu_sym_171,1.0
gmof_AlO6-mof177_No4,1.0
BERRUN_FSR,1.0
WILWUL_FSR,1.0
CAYBAH01_FSR,1.0
KIFCOR_FSR,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No27,1.0
MICPAQ_FSR,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No272,1.0
gmof_Al2O6-BDC_B-irmof7_B_No433,1.0
GECXUH02_FSR,0.8471110451332236
MOF-5_cooh_2_530_2,1.0
gmof_Al2O6-irmof20_B-irmof7_B_No513,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No330,1.0
core_XAKQOR_freeONLY,1.0
HALMOZ_FSR,0.9160728044588199
gmof_Al2O6-ADC_B-irmof7_B_No136,1.0
gmof_Zn2O8N2-AZO_A-irmof14_A_No372,1.0
MUWVAD_FSR,1.0
core_IJENER_freeONLY,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No656,1.0
boydwoo_str_m3_o17_o17_pcu_sym_24,1.0
gmof_Zn2O8N2-DPAC_A-irmof8_A_No709,1.0
boydwoo_str_m3_o27_o29_pcu_sym_113,1.0
boydwoo_str_m3_o7_o20_pcu_sym_76,1.0
boydwoo_str_m3_o1_o2_nbo_sym_73,1.0
QECPOG_FSR,1.0
gmof_Uio66Zr-BDC_A-irmof6_A_No54,1.0
LIZSOE_FSR,1.0
boydwoo_str_m1_o10_o26_pcu_sym_17,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No293,1.0
gmof_CuN4-SiF6-DPAC_No21,1.0
boydwoo_str_m3_o11_o26_pcu_sym_65,1.0
boydwoo_str_m3_o8_o8_pcu_sym_5,1.0
BOQTAD_FSR,1.0
OTARUX01_FSR,1.0
gmof_AlO6-irmof10_A_No4,1.0
CECRIM_FSR,1.0
GASSUR_FSR,1.0
tobacco_bor_sym_3_mc_0_sym_4_on_6_L_13,0.8003944014989494
LIQHAX_FSR,1.0
boydwoo_str_m3_o3_o16_pcu_sym_14,1.0
boydwoo_str_m3_o18_o26_pcu_sym_187,1.0
core_PORLAL_freeONLY,1.0
boydwoo_str_m5_Al_o17_o20_sra_sym_52,1.0
gmof_AlO6-mof177_No5,1.0
JEVBOC_FSR,1.0
HIXYUK01_FSR,1.0
AWEXUX_FSR,1.0
gmof_Al2O6-BDC_B-DPAC_B_No259,1.0
boydwoo_str_m3_o13_o28_pcu_sym_76,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No46,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No437,1.0
RABVOF04_FSR,1.0
gmof_Zn2O8N2-AZO_A-irmof7_A_No182,1.0
TUMDEM_FSR,1.0
LAPROM_FSR,1.0
gmof_AlO6-mof177_No24,0.8450734339307832
HEBGUS_FSR,1.0
OFERUN04_FSR,1.0
boydwoo_str_m5_Al_o11_o20_sra_sym_26,1.0
boydwoo_str_m3_o7_o15_pcu_sym_30,1.0
YEPKOW_FSR,1.0
gmof_Al2O6-irmof10_B-irmof7_B_No241,1.0
gmof_Al2O6-BDC_B-irmof10_B_No186,1.0
VUKHEP01_FSR,1.0
IPUCUR_FSR,1.0
IXIHOM01_FSR,1.0
core_CURBOH_freeONLY,1.0
EQOBUH_FSR,1.0
boydwoo_str_m5_Al_o6_o6_sra_sym_45,1.0
boydwoo_str_m3_o2_o11_pcu_sym_42,1.0
gmof_Uio66Zr-irmof20_A-irmof8_A_No275,1.0
MUPLAL_FSR,1.0
boydwoo_str_m3_o11_o22_nbo_sym_87,1.0
DAXNOG03_FSR,0.8032979851592018
LESZEP_FSR,1.0
boydwoo_str_m1_o1_o3_pcu_sym_92,1.0
gmof_Zn4O13-BDC_A-irmof20_A_No574,1.0
boydwoo_str_m3_o11_o11_pcu_sym_164,1.0
EHIJAH_FSR,1.0
LEHNEU_FSR,1.0
gmof_Zn2O8N2-AZO_A-irmof7_A_No517,1.0
BERROH_FSR,1.0
gmof_Zn4O13-DPAC_A-TED_A_No12,1.0
boydwoo_str_m7_o11_o11_bcu_sym_6,1.0
boydwoo_str_m5_Al_o7_o23_sra_sym_193,1.0
tobacco_SR_tty_v1-8c_Zr_1_Ch_v2-3c_B_Ch_1B_4H_Ch_1DoU_Ch_2x2x2,1.0
gmof_Al2O6-irmof10_B-irmof6_B_No63,1.0
AGULIY_FSR,1.0
YEVXUV_FSR,1.0
IFACAT01_FSR,0.8442452229288778
boydwoo_str_m3_o6_o16_pcu_sym_121,1.0
gmof_Al2O6-BDC_B-DPAC_B_No283,1.0
IMIDZB13_FSR,1.0
boydwoo_str_m3_o2_o27_pcu_sym_137,1.0
PUPMUJ_FSR,0.8928804947886475
boydwoo_str_m1_o26_o26_pcu_sym_195,1.0
LUPCIK_FSR,1.0
core_KOJZEP_manual,1.0
FUNBAS_FSR,1.0
UWABUQ_FSR,1.0
boydwoo_str_m3_o11_o29_pcu_sym_93,1.0
boydwoo_str_m3_o17_o28_pcu_sym_149,1.0
boydwoo_str_m7_Zn_o23_o25_bcu_sym_117,1.0
YIMCEF_FSR,1.0
QONLAI_FSR,1.0
gmof_Zn2O8N2-AZO_A-NiC4_No9,1.0
IDUSIM01_FSR,1.0
OWAXIU_FSR,1.0
BOVGEA_FSR,1.0
boydwoo_str_m1_o26_o26_pcu_sym_192,1.0
EYOJOT_FSR,1.0
MOF-5_cooh_2_2493_1,1.0
core_KUMGIK_freeONLY,1.0
boydwoo_str_m5_Al_o11_o11_sra_sym_184,1.0
XUGQUM_FSR,1.0
boydwoo_str_m1_o14_o15_pcu_sym_162,1.0
TEWGEJ01_FSR,1.0
gmof_Uio66Zr-BDC_A-irmof7_A_No64,1.0
MUZQII_FSR,1.0
LARREE_FSR,1.0
gmof_Al2O6-BDC_B-DPAC_B_No272,1.0
boydwoo_str_m5_Al_o8_o8_sra_sym_71,1.0
gmof_Zn2O8N2-irmof14_A-irmof20_A_No75,1.0
boydwoo_str_m3_o2_o3_pcu_sym_113,1.0
boydwoo_str_m3_o3_o18_pcu_sym_246,1.0
NAGROF_FSR,1.0
tobacco_srsb_sym_3_mc_0_sym_3_on_0_L_6,1.0
DUPWOB01_FSR,1.0
gmof_Zn2O8-AZO_A-DPAC_A_No315,1.0
gmof_Uio66Zr-irmof20_A-irmof8_A_No176,1.0
gmof_Al2O6-DPAC_B-irmof7_B_No936,1.0
HUTWOJ_FSR,1.0
boydwoo_str_m3_o2_o13_pcu_sym_151,1.0
gmof_AlO6-mofHTB_No15,1.0
boydwoo_str_m3_o16_o22_pcu_sym_275,1.0
boydwoo_str_m1_o10_o10_pcu_sym_178,1.0
boydwoo_str_m3_o11_o28_pcu_sym_152,1.0
gmof_Zn2O8N2-irmof14_A-irmof8_A_No360,1.0
DEZKAW_FSR,1.0
HIFWAV_FSR,1.0
boydwoo_str_m1_o16_o26_pcu_sym_24,1.0
gmof_Zn4O13-irmof8_A-TED_A_No2,1.0
boydwoo_str_m4_Al_o17_o17_acs_sym_23,1.0
core_GITWIQ_freeONLY,1.0
ZIHLOU_FSR,1.0
NIBRUN_FSR,1.0
boydwoo_str_m3_o12_o15_pcu_sym_107,1.0
BONMEX_FSR,0.8432968124804923
HIXYIY_FSR,1.0
IQOWUH02_FSR,1.0
DUGBAK_FSR,1.0
